time [s],id,pos_x,pos_y,angle [deg],speed [m/s]
8.0,1,20.49,101.6,270.0,11.48
8.0,2,118.52,301.6,270.0,13.9
8.0,3,301.6,173.51,0.0,14.57
8.0,4,175.93,198.4,90.0,13.58
8.0,5,26.93,1.6,270.0,10.93
8.0,6,80.56,-1.6,90.0,13.77
8.0,7,121.85,201.6,270.0,12.25
8.0,8,61.03,1.6,270.0,8.83
8.0,9,233.87,1.6,270.0,10.63
9.0,0,289.08,98.4,90.0,7.8
9.0,1,12.26,101.6,270.0,8.22
9.0,2,105.25,301.6,270.0,13.27
9.0,3,301.6,188.08,0.0,14.57
9.0,4,185.87,198.4,90.0,9.94
9.0,5,16.66,1.6,270.0,10.27
9.0,6,89.9,-1.6,90.0,9.35
9.0,7,112.74,201.6,270.0,9.11
9.0,8,50.33,1.6,270.0,10.7
9.0,9,222.23,1.6,270.0,11.65
10.0,0,297.12,99.23,80.33,8.15
10.0,1,8.54,101.6,270.0,3.72
10.0,2,91.62,301.6,270.0,13.64
10.0,3,301.6,202.45,0.0,14.37
10.0,4,191.32,198.4,90.0,5.44
10.0,5,8.95,1.6,270.0,7.71
10.0,6,95.24,-1.25,86.0,5.36
10.0,7,108.13,201.6,270.0,4.61
10.0,8,38.0,1.6,270.0,12.33
10.0,9,210.5,1.6,270.0,11.73
11.0,0,301.32,105.26,22.17,7.8
11.0,1,2.96,103.07,287.55,5.94
11.0,2,78.47,301.6,270.0,13.15
11.0,3,301.6,216.6,0.0,14.15
11.0,4,198.84,198.4,90.0,7.53
11.0,5,3.67,1.6,270.0,5.28
11.0,6,100.59,2.58,46.11,6.94
11.0,7,103.09,202.95,286.0,5.34
11.0,8,26.17,1.6,270.0,11.84
11.0,9,199.85,1.6,270.0,10.65
12.0,0,301.6,112.85,0.0,7.6
12.0,1,1.6,108.77,350.11,6.0
12.0,2,64.84,301.6,270.0,13.63
12.0,3,301.6,230.77,0.0,14.17
12.0,4,207.82,198.4,90.0,8.98
12.0,5,1.6,3.27,292.9,3.12
12.0,6,101.6,10.06,3.48,7.65
12.0,7,101.6,207.51,341.4,4.93
12.0,8,16.95,1.6,270.0,9.22
12.0,9,189.03,1.6,270.0,10.82
13.0,0,301.6,122.76,0.0,9.91
13.0,1,1.6,116.75,0.0,7.98
13.0,2,51.99,301.6,270.0,12.85
13.0,3,301.6,244.71,0.0,13.94
13.0,4,219.19,198.4,90.0,11.37
13.0,5,1.6,8.52,0.0,5.25
13.0,6,101.6,20.04,0.0,9.99
13.0,7,101.6,213.84,0.0,6.33
13.0,8,11.5,1.6,270.0,5.45
13.0,9,177.71,1.6,270.0,11.32
14.0,0,301.6,135.12,0.0,12.36
14.0,1,1.6,126.41,0.0,9.67
14.0,2,37.98,301.6,270.0,14.01
14.0,3,301.6,259.74,0.0,15.03
14.0,4,231.9,198.4,90.0,12.71
14.0,5,1.6,15.53,0.0,7.01
14.0,6,101.6,31.47,0.0,11.43
14.0,7,101.6,222.21,0.0,8.37
14.0,8,4.61,1.6,270.0,6.89
14.0,9,165.82,1.6,270.0,11.89
15.0,0,301.6,149.7,0.0,14.59
15.0,1,1.6,137.41,0.0,11.0
15.0,2,24.02,301.6,270.0,13.96
15.0,3,301.6,274.57,0.0,14.83
15.0,4,245.4,198.4,90.0,13.5
15.0,5,1.6,24.87,0.0,9.35
15.0,6,101.6,45.35,0.0,13.88
15.0,7,101.6,232.23,0.0,10.01
15.0,8,1.99,2.02,274.87,2.72
15.0,9,154.34,1.6,270.0,11.48
16.0,0,301.6,164.07,0.0,14.37
16.0,1,1.6,150.36,0.0,12.95
16.0,2,12.52,301.6,270.0,11.5
16.0,3,301.6,287.63,0.0,13.05
16.0,4,259.21,198.4,90.0,13.81
16.0,5,1.6,36.39,0.0,11.52
16.0,6,101.6,59.14,0.0,13.79
16.0,7,101.6,244.08,0.0,11.85
16.0,8,1.6,5.58,337.68,3.65
16.0,9,143.1,1.6,270.0,11.24
17.0,0,301.6,177.99,0.0,13.92
17.0,1,1.6,162.86,0.0,12.5
17.0,2,4.15,301.6,270.0,8.38
17.0,3,301.6,296.62,0.0,8.99
17.0,4,272.43,198.4,90.0,13.22
17.0,5,1.6,47.16,0.0,10.76
17.0,6,101.6,73.37,0.0,14.23
17.0,7,101.6,256.17,0.0,12.09
17.0,8,1.6,11.44,0.0,5.85
17.0,9,131.5,1.6,270.0,11.6
18.0,0,301.6,192.32,0.0,14.33
18.0,1,1.6,174.81,0.0,11.95
18.0,2,-0.88,299.61,245.04,5.74
18.0,3,298.68,301.33,322.84,6.02
18.0,4,283.64,198.4,90.0,11.21
18.0,5,1.6,57.77,0.0,10.61
18.0,6,101.6,87.39,0.0,14.02
18.0,7,101.6,267.59,0.0,11.42
18.0,8,1.6,18.67,0.0,7.23
18.0,9,120.67,1.6,270.0,10.83
19.0,0,301.6,205.96,0.0,13.64
19.0,1,1.6,187.1,0.0,12.29
19.0,2,-1.6,293.74,183.16,6.0
19.0,3,292.62,301.6,271.33,6.08
19.0,4,290.35,198.4,90.0,6.71
19.0,5,1.6,69.31,0.0,11.54
19.0,6,101.6,100.76,0.0,13.36
19.0,7,101.6,278.7,0.0,11.11
19.0,8,1.6,27.56,0.0,8.89
19.0,9,109.61,1.6,270.0,11.06
20.0,0,301.6,220.61,0.0,14.65
20.0,1,1.6,199.28,0.0,12.18
20.0,2,-1.6,286.3,180.0,7.45
20.0,3,284.6,301.6,270.0,8.02
20.0,4,296.17,197.5,100.62,6.0
20.0,5,1.6,80.24,0.0,10.93
20.0,6,101.6,115.23,0.0,14.48
20.0,7,101.6,287.78,0.0,9.08
20.0,8,1.6,38.65,0.0,11.09
20.0,9,98.22,1.6,270.0,11.39
21.0,0,301.6,234.69,0.0,14.09
21.0,1,1.6,211.46,0.0,12.18
21.0,2,-1.6,277.18,180.0,9.12
21.0,3,274.15,301.6,270.0,10.45
21.0,4,298.4,191.96,165.57,6.32
21.0,5,1.6,91.46,0.0,11.22
21.0,6,101.6,129.02,0.0,13.79
21.0,7,101.6,292.42,0.0,4.64
21.0,8,1.6,51.0,0.0,12.35
21.0,9,86.73,1.6,270.0,11.48
22.0,0,301.6,248.85,0.0,14.16
22.0,1,1.6,223.65,0.0,12.19
22.0,2,-1.6,265.52,180.0,11.66
22.0,3,261.91,301.6,270.0,12.24
22.0,4,298.4,183.27,180.0,8.69
22.0,5,1.6,102.24,0.0,10.78
22.0,6,101.6,143.5,0.0,14.48
22.0,7,103.46,297.28,22.7,5.43
22.0,8,1.6,63.99,0.0,12.99
22.0,9,74.83,1.6,270.0,11.9
23.0,0,301.6,262.83,0.0,13.98
23.0,1,1.6,236.3,0.0,12.65
23.0,2,-1.6,252.12,180.0,13.4
23.0,3,247.86,301.6,270.0,14.05
23.0,4,298.4,172.96,180.0,10.3
23.0,5,1.6,113.44,0.0,11.2
23.0,6,101.6,157.64,0.0,14.14
23.0,7,108.89,298.4,80.9,5.67
23.0,8,1.6,76.89,0.0,12.9
23.0,9,63.5,1.6,270.0,11.33
24.0,0,301.6,276.92,0.0,14.09
24.0,1,1.6,248.41,0.0,12.11
24.0,2,-1.6,238.85,180.0,13.27
24.0,3,233.53,301.6,270.0,14.33
24.0,4,298.4,160.41,180.0,12.55
24.0,5,1.6,124.43,0.0,10.99
24.0,6,101.6,172.0,0.0,14.36
24.0,7,116.53,298.4,90.0,7.63
24.0,8,1.6,89.28,0.0,12.39
24.0,9,51.66,1.6,270.0,11.84
25.0,0,301.6,288.29,0.0,11.37
25.0,1,1.6,260.9,0.0,12.49
25.0,2,-1.6,224.88,180.0,13.98
25.0,3,218.84,301.6,270.0,14.69
25.0,4,298.4,146.49,180.0,13.92
25.0,5,1.6,135.26,0.0,10.83
25.0,6,101.6,186.17,0.0,14.17
25.0,7,126.65,298.4,90.0,10.12
25.0,8,1.6,101.48,0.0,12.2
25.0,9,40.16,1.6,270.0,11.5
26.0,0,301.6,296.53,0.0,8.23
26.0,1,1.6,273.13,0.0,12.22
26.0,2,-1.6,211.81,180.0,13.07
26.0,3,208.65,301.6,270.0,10.19
26.0,4,298.4,132.63,180.0,13.86
26.0,5,1.6,146.06,0.0,10.8
26.0,6,101.6,199.72,0.0,13.55
26.0,7,137.74,298.4,90.0,11.09
26.0,8,1.6,113.9,0.0,12.42
26.0,9,29.26,1.6,270.0,10.9
27.0,0,298.96,301.26,326.87,5.82
27.0,1,1.6,284.65,0.0,11.52
27.0,2,-1.6,198.1,180.0,13.71
27.0,3,203.05,300.87,261.54,5.69
27.0,4,298.4,119.36,180.0,13.27
27.0,5,1.6,156.34,0.0,10.28
27.0,6,101.6,214.2,0.0,14.48
27.0,7,149.83,298.4,90.0,12.09
27.0,8,1.6,126.22,0.0,12.33
27.0,9,17.71,1.6,270.0,11.55
28.0,0,293.54,301.6,272.82,5.46
28.0,1,1.6,292.15,0.0,7.5
28.0,2,-1.6,184.65,180.0,13.45
28.0,3,198.81,295.66,210.75,7.07
28.0,4,298.4,105.94,180.0,13.42
28.0,5,1.6,167.64,0.0,11.3
28.0,6,101.6,227.83,0.0,13.64
28.0,7,160.97,298.4,90.0,11.15
28.0,8,1.6,138.12,0.0,11.9
28.0,9,9.44,1.6,270.0,8.28
29.0,0,286.28,301.6,270.0,7.25
29.0,1,1.6,296.16,0.0,4.0
29.0,2,-1.6,171.66,180.0,12.98
29.0,3,198.4,288.27,180.76,7.42
29.0,4,298.4,92.15,180.0,13.79
29.0,5,1.6,177.99,0.0,10.35
29.0,6,101.6,241.9,0.0,14.07
29.0,7,172.09,298.4,90.0,11.11
29.0,8,1.6,150.75,0.0,12.63
29.0,9,3.39,1.6,270.0,6.05
30.0,0,276.82,301.6,270.0,9.46
30.0,1,2.73,298.33,14.31,2.75
30.0,2,-1.6,158.58,180.0,13.08
30.0,3,198.4,278.86,180.0,9.41
30.0,4,298.4,78.26,180.0,13.89
30.0,5,1.6,188.3,0.0,10.31
30.0,6,101.6,255.49,0.0,13.59
30.0,7,183.86,298.4,90.0,11.77
30.0,8,1.6,163.75,0.0,13.0
30.0,9,1.63,3.02,288.78,2.58
31.0,0,265.19,301.6,270.0,11.63
31.0,1,6.38,298.4,79.6,3.66
31.0,2,-1.6,145.28,180.0,13.3
31.0,3,198.4,268.01,180.0,10.84
31.0,4,298.4,64.11,180.0,14.15
31.0,5,1.6,198.65,0.0,10.35
31.0,6,101.6,268.88,0.0,13.38
31.0,7,195.12,298.4,90.0,11.26
31.0,8,1.6,175.04,0.0,11.29
31.0,9,1.6,5.96,343.6,2.94
32.0,0,251.53,301.6,270.0,13.65
32.0,1,11.72,298.4,90.0,5.34
32.0,2,-1.6,132.33,180.0,12.95
32.0,3,198.4,254.74,180.0,13.28
32.0,4,298.4,50.22,180.0,13.89
32.0,5,1.6,209.46,0.0,10.8
32.0,6,101.6,280.65,0.0,11.78
32.0,7,206.61,298.4,90.0,11.5
32.0,8,1.6,186.29,0.0,11.24
32.0,9,1.6,10.8,0.0,4.85
33.0,0,236.91,301.6,270.0,14.62
33.0,1,18.8,298.4,90.0,7.08
33.0,2,-1.6,118.85,180.0,13.48
33.0,3,198.4,240.29,180.0,14.44
33.0,4,298.4,37.11,180.0,13.11
33.0,5,1.6,220.24,0.0,10.78
33.0,6,101.6,287.93,0.0,7.28
33.0,7,218.29,298.4,90.0,11.68
33.0,8,1.6,197.85,0.0,11.56
33.0,9,1.6,17.52,0.0,6.72
34.0,0,223.15,301.6,270.0,13.76
34.0,1,27.6,298.4,90.0,8.8
34.0,2,-1.6,109.01,180.0,9.84
34.0,3,198.4,225.55,180.0,14.75
34.0,4,298.4,24.01,180.0,13.11
34.0,5,1.6,231.67,0.0,11.43
34.0,6,101.6,292.29,0.0,4.36
34.0,7,229.3,298.4,90.0,11.01
34.0,8,1.6,208.98,0.0,11.13
34.0,9,1.6,25.89,0.0,8.37
35.0,0,211.91,301.6,270.0,11.24
35.0,1,37.77,298.4,90.0,10.17
35.0,2,-1.1,103.7,174.25,5.34
35.0,3,198.4,213.9,180.0,11.65
35.0,4,298.4,11.91,180.0,12.1
35.0,5,1.6,242.56,0.0,10.89
35.0,6,104.36,297.81,33.52,6.61
35.0,7,240.67,298.4,90.0,11.36
35.0,8,1.6,221.65,0.0,12.67
35.0,9,1.6,36.63,0.0,10.73
36.0,0,205.2,301.31,266.71,6.74
36.0,1,50.14,298.4,90.0,12.38
36.0,2,3.68,98.9,127.57,7.11
36.0,3,198.61,205.71,177.55,8.21
36.0,4,298.4,3.8,180.0,8.11
36.0,5,1.6,253.95,0.0,11.4
36.0,6,110.59,298.4,87.39,6.33
36.0,7,252.34,298.4,90.0,11.68
36.0,8,1.6,233.37,0.0,11.72
36.0,9,1.6,48.52,0.0,11.89
37.0,0,198.93,296.53,219.75,8.4
37.0,1,62.16,298.4,90.0,12.02
37.0,2,11.09,98.4,91.8,7.44
37.0,3,202.5,199.46,136.66,7.8
37.0,4,296.36,1.6,209.61,3.61
37.0,5,1.6,264.21,0.0,10.25
37.0,6,119.51,298.4,90.0,8.92
37.0,7,263.95,298.4,90.0,11.61
37.0,8,1.6,244.81,0.0,11.44
37.0,9,1.6,59.83,0.0,11.31
38.0,0,198.4,289.18,182.24,7.39
38.0,1,75.1,298.4,90.0,12.93
38.0,2,19.86,98.4,90.0,8.76
38.0,3,210.27,198.4,93.14,7.95
38.0,4,290.74,1.6,270.0,5.62
38.0,5,1.6,274.48,0.0,10.27
38.0,6,130.48,298.4,90.0,10.96
38.0,7,276.13,298.4,90.0,12.17
38.0,8,1.6,255.31,0.0,10.5
38.0,9,1.6,71.17,0.0,11.34
39.0,0,198.4,279.88,180.0,9.3
39.0,1,87.25,298.4,90.0,12.15
39.0,2,31.12,98.4,90.0,11.26
39.0,3,219.94,198.4,90.0,9.67
39.0,4,282.98,1.6,270.0,7.76
39.0,5,1.6,285.85,0.0,11.37
39.0,6,142.85,298.4,90.0,12.37
39.0,7,287.38,298.4,90.0,11.25
39.0,8,1.6,265.37,0.0,10.06
39.0,9,1.6,82.28,0.0,11.11
40.0,0,198.4,268.99,180.0,10.89
40.0,1,99.7,298.4,90.0,12.45
40.0,2,44.65,98.4,90.0,13.53
40.0,3,231.79,198.4,90.0,11.85
40.0,4,273.42,1.6,270.0,9.56
40.0,5,1.6,293.37,0.0,7.51
40.0,6,156.52,298.4,90.0,13.67
40.0,7,294.96,298.4,90.0,7.58
40.0,8,1.6,276.91,0.0,11.54
40.0,9,1.6,93.13,0.0,10.85
41.0,0,198.4,255.93,180.0,13.06
41.0,1,111.86,298.4,90.0,12.16
41.0,2,57.88,98.4,90.0,13.22
41.0,3,245.64,198.4,90.0,13.85
41.0,4,262.4,1.6,270.0,11.02
41.0,5,1.6,296.38,0.0,3.01
41.0,6,171.03,298.4,90.0,14.51
41.0,7,297.96,298.03,94.35,3.08
41.0,8,1.6,284.86,0.0,7.95
41.0,9,1.6,104.02,0.0,10.89
42.0,0,198.4,241.51,180.0,14.43
42.0,1,124.78,298.4,90.0,12.92
42.0,2,71.55,98.4,90.0,13.67
42.0,3,259.51,198.4,90.0,13.88
42.0,4,248.82,1.6,270.0,13.57
42.0,5,3.26,298.4,22.7,3.06
42.0,6,183.57,298.4,90.0,12.54
42.0,7,298.4,295.39,139.0,2.75
42.0,8,1.6,288.31,0.0,3.45
42.0,9,1.6,114.67,0.0,10.64
43.0,0,198.4,226.96,180.0,14.55
43.0,1,136.97,298.4,90.0,12.19
43.0,2,83.09,98.4,90.0,11.54
43.0,3,274.52,198.4,90.0,15.01
43.0,4,235.61,1.6,270.0,13.21
43.0,5,7.91,298.4,89.53,4.65
43.0,6,192.68,298.4,90.0,9.11
43.0,7,298.4,290.18,180.0,5.21
43.0,8,1.6,291.57,0.0,3.26
43.0,9,1.6,126.22,0.0,11.55
44.0,0,198.4,216.04,180.0,10.91
44.0,1,149.54,298.4,90.0,12.57
44.0,2,90.12,98.4,90.0,7.04
44.0,3,285.03,198.4,90.0,10.51
44.0,4,222.47,1.6,270.0,13.14
44.0,5,14.79,298.4,90.0,6.88
44.0,6,197.7,295.83,121.22,6.0
44.0,7,298.4,283.44,180.0,6.74
44.0,8,1.6,295.82,0.0,4.26
44.0,9,1.6,137.04,0.0,10.82
45.0,0,198.4,207.48,180.0,8.56
45.0,1,162.31,298.4,90.0,12.78
45.0,2,97.51,99.47,77.49,7.57
45.0,3,291.04,198.4,90.0,6.01
45.0,4,208.95,1.6,270.0,13.52
45.0,5,23.2,298.4,90.0,8.41
45.0,6,198.4,289.53,177.19,6.42
45.0,7,298.4,274.66,180.0,8.79
45.0,8,3.23,298.4,22.14,3.58
45.0,9,1.6,148.69,0.0,11.65
46.0,0,196.0,202.4,209.13,5.96
46.0,1,174.57,298.4,90.0,12.25
46.0,2,101.4,105.78,19.76,7.86
46.0,3,299.15,200.45,68.54,8.56
46.0,4,195.92,1.6,270.0,13.03
46.0,5,33.6,298.4,90.0,10.4
46.0,6,198.4,281.64,180.0,7.89
46.0,7,298.4,263.91,180.0,10.75
46.0,8,8.52,298.4,90.0,5.29
46.0,9,1.6,159.48,0.0,10.79
47.0,0,190.24,201.6,266.03,5.91
47.0,1,187.3,298.4,90.0,12.74
47.0,2,101.6,113.14,0.0,7.37
47.0,3,301.6,208.45,6.09,8.64
47.0,4,181.76,1.6,270.0,14.16
47.0,5,44.7,298.4,90.0,11.09
47.0,6,198.4,271.71,180.0,9.93
47.0,7,298.4,252.16,180.0,11.75
47.0,8,15.72,298.4,90.0,7.21
47.0,9,1.6,170.45,0.0,10.97
48.0,0,182.28,201.6,270.0,7.96
48.0,1,200.23,298.4,90.0,12.93
48.0,2,101.6,122.76,0.0,9.62
48.0,3,301.6,219.38,0.0,10.93
48.0,4,167.46,1.6,270.0,14.3
48.0,5,55.18,298.4,90.0,10.48
48.0,6,198.4,259.7,180.0,12.01
48.0,7,298.4,240.76,180.0,11.4
48.0,8,24.85,298.4,90.0,9.13
48.0,9,1.6,182.01,0.0,11.56
49.0,0,172.58,201.6,270.0,9.7
49.0,1,212.55,298.4,90.0,12.33
49.0,2,101.6,134.98,0.0,12.22
49.0,3,301.6,232.72,0.0,13.33
49.0,4,154.38,1.6,270.0,13.08
49.0,5,66.6,298.4,90.0,11.42
49.0,6,198.4,245.55,180.0,14.15
49.0,7,298.4,228.79,180.0,11.96
49.0,8,35.67,298.4,90.0,10.82
49.0,9,1.6,191.76,0.0,9.75
50.0,0,161.38,201.6,270.0,11.2
50.0,1,225.28,298.4,90.0,12.72
50.0,2,101.6,147.9,0.0,12.92
50.0,3,301.6,246.97,0.0,14.25
50.0,4,140.96,1.6,270.0,13.42
50.0,5,77.86,298.4,90.0,11.25
50.0,6,198.4,231.51,180.0,14.04
50.0,7,298.4,217.68,180.0,11.12
50.0,8,47.45,298.4,90.0,11.79
50.0,9,2.84,196.73,14.7,5.25
51.0,0,147.84,201.6,270.0,13.53
51.0,1,238.12,298.4,90.0,12.85
51.0,2,101.6,160.93,0.0,13.04
51.0,3,301.6,261.78,0.0,14.82
51.0,4,127.68,1.6,270.0,13.29
51.0,5,87.53,298.4,90.0,9.67
51.0,6,198.4,217.63,180.0,13.88
51.0,7,298.4,207.75,180.0,9.93
51.0,8,60.3,298.4,90.0,12.84
51.0,9,7.71,198.4,73.54,5.34
52.0,0,133.13,201.6,270.0,14.71
52.0,1,251.14,298.4,90.0,13.02
52.0,2,101.6,174.1,0.0,13.17
52.0,3,301.6,276.17,0.0,14.38
52.0,4,116.39,1.6,270.0,11.29
52.0,5,92.69,298.4,90.0,5.17
52.0,6,198.4,207.81,180.0,9.82
52.0,7,296.68,202.81,200.87,5.43
52.0,8,73.11,298.4,90.0,12.82
52.0,9,15.3,198.4,90.0,7.59
53.0,0,120.78,201.6,270.0,12.36
53.0,1,263.66,298.4,90.0,12.52
53.0,2,101.6,187.35,0.0,13.25
53.0,3,301.6,288.04,0.0,11.88
53.0,4,107.9,1.6,270.0,8.49
53.0,5,97.17,296.71,110.49,4.96
53.0,6,195.88,202.33,210.65,6.43
53.0,7,292.4,201.6,252.4,4.54
53.0,8,81.43,298.4,90.0,8.32
53.0,9,25.36,198.4,90.0,10.06
54.0,0,112.69,201.6,270.0,8.09
54.0,1,275.89,298.4,90.0,12.23
54.0,2,101.6,200.4,0.0,13.05
54.0,3,301.6,296.05,0.0,8.01
54.0,4,102.38,4.03,299.53,6.41
54.0,5,98.4,291.65,167.5,5.32
54.0,6,190.41,201.6,265.18,5.6
54.0,7,285.61,201.6,270.0,6.79
54.0,8,88.11,298.4,90.0,6.68
54.0,9,36.0,198.4,90.0,10.64
55.0,0,108.9,201.6,270.0,3.78
55.0,1,287.34,298.4,90.0,11.46
55.0,2,101.6,214.38,0.0,13.98
55.0,3,299.11,301.17,328.7,6.12
55.0,4,101.6,10.57,357.35,6.69
55.0,5,98.4,284.51,180.0,7.15
55.0,6,182.45,201.6,270.0,7.96
55.0,7,276.95,201.6,270.0,8.66
55.0,8,93.16,298.35,90.59,5.06
55.0,9,46.73,198.4,90.0,10.73
56.0,0,103.4,201.6,270.0,5.51
56.0,1,295.36,298.4,90.0,8.01
56.0,2,101.6,227.36,0.0,12.98
56.0,3,292.84,301.6,271.68,6.33
56.0,4,101.6,18.73,0.0,8.16
56.0,5,98.4,275.83,180.0,8.68
56.0,6,172.38,201.6,270.0,10.06
56.0,7,266.35,201.6,270.0,10.61
56.0,8,97.87,295.55,124.7,5.85
56.0,9,57.56,198.4,90.0,10.83
57.0,0,96.34,201.6,270.0,7.06
57.0,1,298.33,297.31,103.78,3.51
57.0,2,101.6,241.22,0.0,13.86
57.0,3,284.1,301.6,270.0,8.74
57.0,4,101.6,28.38,0.0,9.65
57.0,5,98.4,264.72,180.0,11.1
57.0,6,160.12,201.6,270.0,12.26
57.0,7,254.05,201.6,270.0,12.3
57.0,8,98.4,289.83,176.7,5.79
57.0,9,68.23,198.4,90.0,10.67
58.0,0,87.12,201.6,270.0,9.22
58.0,1,298.4,293.91,165.59,3.4
58.0,2,101.6,254.13,0.0,12.9
58.0,3,274.01,301.6,270.0,10.09
58.0,4,101.6,40.43,0.0,12.05
58.0,5,98.4,254.33,180.0,10.39
58.0,6,146.05,201.6,270.0,14.07
58.0,7,242.79,201.6,270.0,11.26
58.0,8,98.4,282.27,180.0,7.56
58.0,9,79.76,198.4,90.0,11.54
59.0,0,75.4,201.6,270.0,11.72
59.0,1,298.4,288.01,180.0,5.9
59.0,2,101.6,267.4,0.0,13.27
59.0,3,262.53,301.6,270.0,11.48
59.0,4,101.6,54.17,0.0,13.74
59.0,5,98.4,243.96,180.0,10.37
59.0,6,132.12,201.6,270.0,13.93
59.0,7,231.69,201.6,270.0,11.11
59.0,8,98.4,272.79,180.0,9.48
59.0,9,87.71,198.4,90.0,7.94
60.0,0,61.53,201.6,270.0,13.87
60.0,1,298.4,280.02,180.0,7.99
60.0,2,101.6,280.15,0.0,12.75
60.0,3,248.63,301.6,270.0,13.9
60.0,4,101.6,67.66,0.0,13.49
60.0,5,98.4,232.87,180.0,11.1
60.0,6,119.76,201.6,270.0,12.36
60.0,7,220.58,201.6,270.0,11.11
60.0,8,98.4,261.78,180.0,11.01
60.0,9,91.9,198.4,90.0,4.19
61.0,0,48.03,201.6,270.0,13.5
61.0,1,298.4,269.49,180.0,10.53
61.0,2,101.6,288.4,0.0,8.25
61.0,3,233.95,301.6,270.0,14.67
61.0,4,101.6,81.92,0.0,14.27
61.0,5,98.4,222.45,180.0,10.42
61.0,6,111.9,201.6,270.0,7.86
61.0,7,212.17,201.6,270.0,8.41
61.0,8,98.4,249.06,180.0,12.72
61.0,9,92.52,198.4,90.0,0.62
62.0,0,33.52,201.6,270.0,14.51
62.0,1,298.4,257.43,180.0,12.06
62.0,2,101.22,295.43,355.69,7.06
62.0,3,219.17,301.6,270.0,14.78
62.0,4,101.6,91.81,0.0,9.88
62.0,5,98.4,211.48,180.0,10.97
62.0,6,107.71,201.6,270.0,4.19
62.0,7,207.93,201.6,270.0,4.24
62.0,8,98.4,236.32,180.0,12.75
62.0,9,92.63,198.4,90.0,0.11
63.0,0,21.33,201.6,270.0,12.18
63.0,1,298.4,244.78,180.0,12.65
63.0,2,96.8,300.96,311.99,7.47
63.0,3,204.45,301.6,270.0,14.72
63.0,4,103.31,97.19,20.79,5.87
